Classifier,Test Object Images,Ground Truth,Selected by Classifier,True Positive,True Negative,False Positive,False Negative,Accuracy,Precision,Recall,F1-Score
white,food_jar/food_jar_3_4_80 (nan)      keyboard/keyboard_5_4_130 (nan)      onion/onion_4_2_44 (nan)      camera/camera_2_1_72 (nan)      ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
white,glue_stick/glue_stick_1_4_146 (nan)      keyboard/keyboard_5_4_130 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,keyboard/keyboard_5_4_130 (nan) ,glue_stick/glue_stick_1_4_146 (nan) keyboard/keyboard_5_4_130 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
white,food_jar/food_jar_3_4_80 (nan)      keyboard/keyboard_5_4_130 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,keyboard/keyboard_5_4_130 (nan) ,keyboard/keyboard_5_4_130 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
white,food_jar/food_jar_3_4_80 (nan)      keyboard/keyboard_5_4_130 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,keyboard/keyboard_5_4_130 (nan) ,glue_stick/glue_stick_1_4_146 (nan) keyboard/keyboard_5_4_130 (nan) ,1.0,3.0,1.0,0.0,0.8,0.5,1.0,0.666666666667
white,glue_stick/glue_stick_1_4_146 (nan)      keyboard/keyboard_5_4_130 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,keyboard/keyboard_5_4_130 (nan) ,glue_stick/glue_stick_1_4_146 (nan) keyboard/keyboard_5_4_130 (nan) ,1.0,4.0,1.0,0.0,0.833333333333,0.5,1.0,0.666666666667
white,food_jar/food_jar_3_4_80 (nan)      keyboard/keyboard_5_4_130 (nan)      tomato/tomato_1_4_101 (nan)      onion/onion_4_2_44 (nan)      camera/camera_2_1_72 (nan)      ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
white,food_jar/food_jar_3_4_80 (nan)      keyboard/keyboard_5_4_130 (nan)      tomato/tomato_1_4_101 (nan)      onion/onion_4_2_44 (nan)      camera/camera_2_1_72 (nan)      ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) keyboard/keyboard_5_4_130 (nan) ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
white,food_jar/food_jar_3_4_80 (nan)      keyboard/keyboard_5_4_130 (nan)      tomato/tomato_1_4_101 (nan)      onion/onion_4_2_44 (nan)      camera/camera_2_1_72 (nan)      ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) keyboard/keyboard_5_4_130 (nan) ,keyboard/keyboard_5_4_130 (nan) onion/onion_4_2_44 (nan) ,2.0,2.0,0.0,1.0,0.8,1.0,0.666666666667,0.8
Total - white,,,,,,,,0.9066666666666668,0.85,0.9333333333333332,0.86
 ,,,,,,,,,,,
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      ,banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      camera/camera_2_1_72 (nan)      ,banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      camera/camera_2_1_72 (nan)      ,banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      ,banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      camera/camera_2_1_72 (nan)      ,banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
banana,food_jar/food_jar_3_4_80 (nan)      banana/banana_2_4_195 (nan)      ,banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) banana/banana_2_4_195 (nan) ,banana/banana_2_4_195 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
Total - banana,,,,,,,,0.4883333333333333,1.0,0.5166666666666666,0.65
 ,,,,,,,,,,,
empty,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
empty,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
empty,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
empty,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
empty,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
empty,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
empty,bowl/bowl_1_1_179 (nan)      glue_stick/glue_stick_1_4_146 (nan)      lime/lime_4_1_15 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
empty,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
empty,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
empty,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
Total - empty,,,,,,,,0.6583333333333333,1.0,0.6333333333333333,0.7333333333333333
 ,,,,,,,,,,,
phone,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
phone,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
phone,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
phone,glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      cell_phone/cell_phone_1_2_110 (nan)      dry_battery/dry_battery_1_1_65 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
phone,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
phone,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
phone,food_jar/food_jar_3_4_80 (nan)      cell_phone/cell_phone_1_2_110 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
phone,food_jar/food_jar_3_4_80 (nan)      cell_phone/cell_phone_1_2_110 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
phone,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      tomato/tomato_1_4_101 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
phone,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cell_phone/cell_phone_1_2_110 (nan)      ,cell_phone/cell_phone_1_2_110 (nan) cell_phone/cell_phone_1_2_110 (nan) ,cell_phone/cell_phone_1_2_110 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
Total - phone,,,,,,,,0.6083333333333333,1.0,0.5833333333333333,0.7
 ,,,,,,,,,,,
cereal,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cereal_box/cereal_box_2_4_33 (nan)      tomato/tomato_1_4_101 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
cereal,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cereal_box/cereal_box_2_4_33 (nan)      tomato/tomato_1_4_101 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
cereal,food_jar/food_jar_3_4_80 (nan)      cereal_box/cereal_box_2_4_33 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
cereal,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cereal_box/cereal_box_2_4_33 (nan)      tomato/tomato_1_4_101 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
cereal,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      cereal_box/cereal_box_2_4_33 (nan)      tomato/tomato_1_4_101 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
cereal,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cereal_box/cereal_box_2_4_33 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
cereal,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      cereal_box/cereal_box_2_4_33 (nan)      tomato/tomato_1_4_101 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
cereal,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      glue_stick/glue_stick_1_4_146 (nan)      cereal_box/cereal_box_2_4_33 (nan)      tomato/tomato_1_4_101 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
cereal,food_jar/food_jar_3_4_80 (nan)      cereal_box/cereal_box_2_4_33 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
cereal,food_jar/food_jar_3_4_80 (nan)      cereal_box/cereal_box_2_4_33 (nan)      ,cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) cereal_box/cereal_box_2_4_33 (nan) ,cereal_box/cereal_box_2_4_33 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
Total - cereal,,,,,,,,0.4883333333333333,1.0,0.4999999999999999,0.6333333333333333
 ,,,,,,,,,,,
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
bulb,food_jar/food_jar_3_4_80 (nan)      lightbulb/lightbulb_4_1_36 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) lightbulb/lightbulb_4_1_36 (nan) ,lightbulb/lightbulb_4_1_36 (nan) ,1.0,1.0,0.0,2.0,0.5,1.0,0.333333333333,0.5
Total - bulb,,,,,,,,0.5583333333333333,1.0,0.5166666666666666,0.65
 ,,,,,,,,,,,
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,0.0,0.0,2.0,0.333333333333,1.0,0.333333333333,0.5
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      ,comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      camera/camera_2_1_72 (nan)      ,comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
hair,food_can/food_can_10_4_167 (nan)      glue_stick/glue_stick_1_4_146 (nan)      comb/comb_1_4_193 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      food_jar/food_jar_3_4_80 (nan)      ,comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      camera/camera_2_1_72 (nan)      ,comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      ,comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
hair,comb/comb_1_4_193 (nan)      food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      ,comb/comb_1_4_193 (nan) comb/comb_1_4_193 (nan) ,comb/comb_1_4_193 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
Total - hair,,,,,,,,0.6466666666666667,1.0,0.6499999999999999,0.75
 ,,,,,,,,,,,
inside,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
inside,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,3.0,0.0,1.0,0.8,1.0,0.5,0.666666666667
inside,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
inside,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      glue_stick/glue_stick_1_4_146 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0
inside,food_jar/food_jar_3_4_80 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,-1.0,0.0,2.0,0.0,1.0,0.333333333333,0.5
inside,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      tomato/tomato_1_4_101 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,2.0,0.0,1.0,0.75,1.0,0.5,0.666666666667
inside,food_jar/food_jar_3_4_80 (nan)      camera/camera_2_1_72 (nan)      bowl/bowl_1_1_179 (nan)      ,bowl/bowl_1_1_179 (nan) bowl/bowl_1_1_179 (nan) ,bowl/bowl_1_1_179 (nan) ,1.0,1.0,0.0,1.0,0.666666666667,1.0,0.5,0.666666666667
